,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1936,0,3,1439,Human Resources,7,1,112,1,4,Manager,1,No,18,3,3,28,5,1,20,5,5,2
1937,0,1,251,Research & Development,35,4,103,2,1,Human Resources,4,No,12,4,0,12,4,3,13,10,7,12
1938,1,3,1471,Human Resources,25,4,53,2,2,Laboratory Technician,2,No,15,1,0,19,3,2,28,17,8,16
1939,0,3,1110,Sales,50,1,54,4,4,Laboratory Technician,1,No,15,2,3,39,5,1,22,2,6,7
1940,0,3,778,Sales,24,3,34,2,2,Laboratory Technician,3,No,16,4,1,34,2,4,16,7,9,7
1941,1,3,1005,Sales,6,1,123,1,4,Sales Executive,4,No,10,2,2,0,0,4,21,5,7,9
1942,1,0,959,Human Resources,15,2,67,4,4,Manufacturing Director,4,No,17,2,3,15,3,2,23,20,15,6
1943,0,1,221,Sales,45,4,73,1,5,Manufacturing Director,1,No,11,4,2,37,0,1,24,12,14,9
1944,1,3,328,Research & Development,49,2,122,2,2,Manager,4,No,19,1,1,25,4,3,6,9,6,14
1945,1,1,1366,Human Resources,40,2,71,3,3,Research Director,3,No,22,1,2,26,3,1,33,9,8,6
1946,1,0,111,Human Resources,26,4,48,1,1,Healthcare Representative,2,No,13,4,0,17,6,1,13,4,8,11
1947,0,1,811,Sales,3,3,101,2,1,Laboratory Technician,1,No,15,3,1,2,1,2,35,5,3,10
1948,1,1,1015,Sales,24,3,107,2,1,Laboratory Technician,1,No,23,2,0,16,0,3,7,9,12,16
1949,1,3,784,Human Resources,50,1,114,3,1,Laboratory Technician,3,No,24,1,1,0,2,4,21,14,13,0
1950,0,1,566,Sales,4,1,123,4,5,Sales Executive,1,No,11,2,2,13,1,3,29,1,11,7
1951,0,0,905,Research & Development,8,2,59,1,1,Laboratory Technician,1,No,16,3,1,12,4,3,24,13,4,14
1952,0,3,1068,Human Resources,12,3,64,1,5,Manufacturing Director,2,No,17,4,2,28,2,1,19,11,14,5
1953,1,3,846,Research & Development,13,2,74,4,5,Manager,2,No,18,1,3,20,2,3,33,14,7,16
1954,1,0,857,Human Resources,25,3,126,4,5,Research Director,3,No,17,2,2,17,6,1,40,6,0,13
1955,0,1,1220,Human Resources,8,2,123,1,4,Manufacturing Director,4,No,19,1,2,7,4,1,26,13,4,11
1956,1,0,752,Sales,24,4,96,4,4,Healthcare Representative,2,No,16,2,3,16,1,1,10,4,6,0
1957,0,0,1021,Research & Development,20,1,104,3,3,Research Scientist,4,No,20,4,1,37,5,3,28,9,5,10
1958,0,1,151,Research & Development,2,1,140,4,1,Laboratory Technician,4,No,25,3,0,0,3,4,10,4,11,15
1959,0,1,561,Research & Development,50,3,138,3,3,Manager,3,No,10,1,2,24,4,3,26,0,15,17
1960,0,1,1494,Human Resources,13,4,86,2,4,Human Resources,3,No,20,1,2,0,0,1,15,19,14,2
1961,1,0,701,Sales,33,1,60,4,2,Sales Representative,3,No,12,3,1,32,5,1,22,14,4,7
1962,0,0,1371,Research & Development,41,3,129,4,1,Laboratory Technician,2,No,11,4,1,2,4,1,27,2,0,12
1963,1,1,670,Research & Development,23,2,42,2,1,Human Resources,2,No,14,2,1,9,3,3,21,2,2,5
1964,0,1,1426,Research & Development,32,1,52,4,1,Sales Representative,2,No,10,3,1,8,3,4,6,13,5,2
1965,0,0,1416,Human Resources,30,4,47,2,1,Healthcare Representative,1,No,11,2,0,15,0,2,9,6,4,5
1966,0,3,832,Human Resources,16,4,131,4,2,Sales Executive,3,No,11,3,0,15,3,2,10,10,10,10
1967,0,1,634,Sales,10,4,82,3,2,Sales Representative,1,No,11,3,1,23,2,3,39,10,2,1
1968,0,0,738,Sales,27,3,61,4,3,Research Scientist,4,No,17,1,2,4,6,4,29,7,12,6
1969,0,1,924,Sales,39,2,139,4,2,Manager,4,No,21,3,0,22,3,2,28,16,0,2
1970,0,0,297,Human Resources,29,1,67,3,5,Human Resources,3,No,14,3,3,12,3,3,2,6,0,3
1971,1,1,1475,Sales,18,1,134,3,5,Research Director,4,No,22,1,2,13,3,3,5,3,10,17
1972,0,0,1059,Sales,7,3,87,2,1,Laboratory Technician,4,No,14,4,0,12,0,4,32,14,2,3
1973,0,1,1438,Sales,17,4,71,4,5,Sales Executive,4,No,22,4,2,5,6,3,34,12,5,6
1974,0,1,945,Sales,25,2,102,3,4,Manufacturing Director,4,No,25,3,2,29,4,1,20,15,5,7
1975,0,0,1434,Human Resources,19,2,42,3,5,Research Director,2,No,12,4,3,32,3,1,7,4,1,9
1976,0,3,1045,Research & Development,3,3,64,1,3,Healthcare Representative,3,No,21,3,1,0,2,2,15,6,4,14
1977,0,0,1262,Sales,41,3,145,2,5,Research Director,4,No,22,4,3,5,1,4,32,20,9,15
1978,0,0,510,Research & Development,7,2,93,2,4,Manager,4,No,15,1,3,40,0,1,32,11,1,13
1979,1,3,1278,Sales,50,3,103,2,3,Sales Executive,2,No,25,3,2,24,1,2,7,12,14,8
1980,0,3,1285,Human Resources,30,1,105,1,3,Sales Executive,1,No,10,4,1,15,3,4,1,11,14,12
1981,1,0,182,Sales,40,2,31,2,4,Healthcare Representative,1,No,10,3,2,11,2,2,3,8,3,2
1982,1,0,1100,Research & Development,3,3,102,2,3,Sales Executive,3,No,12,2,1,34,4,4,33,12,11,3
1983,0,0,594,Sales,24,1,75,3,1,Human Resources,3,No,10,3,1,18,6,3,26,19,11,9
1984,0,0,627,Research & Development,33,2,92,3,4,Sales Representative,1,No,15,4,3,25,3,4,40,20,10,11
1985,1,0,670,Research & Development,35,2,118,1,1,Sales Representative,2,No,22,4,0,24,0,4,31,8,2,9
1986,1,3,1430,Research & Development,37,4,103,3,2,Sales Executive,2,No,21,3,1,22,3,2,27,7,14,9
1987,1,1,137,Research & Development,16,4,129,2,3,Manager,2,No,21,4,1,28,1,1,24,19,5,3
1988,1,0,934,Human Resources,50,3,52,4,5,Research Director,4,No,17,2,3,22,1,4,27,1,9,16
1989,0,0,877,Sales,4,1,34,4,4,Sales Representative,2,No,22,4,2,5,0,2,28,1,11,5
1990,0,3,737,Sales,32,4,52,1,4,Manager,4,No,11,1,3,12,5,3,30,1,2,0
1991,1,1,152,Sales,38,1,70,3,2,Healthcare Representative,1,No,22,3,0,22,0,1,4,20,15,2
1992,1,3,1466,Human Resources,2,3,77,4,1,Laboratory Technician,2,No,23,4,1,40,2,2,2,2,12,6
1993,0,1,1265,Sales,41,1,135,1,4,Manufacturing Director,3,No,15,3,2,1,5,3,5,5,6,10
1994,0,1,797,Sales,49,1,49,3,3,Laboratory Technician,1,No,10,4,1,19,3,3,2,7,11,1
1995,0,1,1235,Research & Development,37,1,99,4,3,Laboratory Technician,4,No,21,1,1,23,4,2,9,13,8,7
1996,1,1,759,Sales,36,2,90,1,5,Sales Executive,3,No,17,3,2,23,0,3,31,11,10,1
1997,0,3,1175,Research & Development,9,4,73,4,4,Laboratory Technician,2,No,17,4,3,38,2,3,1,12,12,15
1998,0,3,1256,Human Resources,16,3,60,3,3,Manager,2,No,15,2,2,32,2,2,13,1,2,10
1999,1,1,1257,Research & Development,43,4,134,4,3,Sales Executive,4,No,12,1,1,23,4,2,34,9,2,3
2000,1,0,910,Research & Development,11,1,54,4,4,Laboratory Technician,4,No,13,4,2,22,6,3,36,19,8,16
2001,0,0,140,Sales,24,1,60,3,2,Research Director,1,No,21,1,1,31,2,4,29,5,11,7
2002,0,0,126,Research & Development,33,3,38,3,2,Laboratory Technician,4,No,13,3,1,17,5,3,1,1,2,14
2003,1,0,239,Sales,11,1,56,1,4,Sales Representative,2,No,15,3,3,0,5,2,8,8,4,17
2004,1,1,1468,Human Resources,29,1,65,1,3,Laboratory Technician,2,No,17,1,2,20,3,1,6,7,2,10
2005,1,1,1288,Human Resources,50,1,118,1,5,Human Resources,3,No,13,3,2,26,1,3,24,10,7,7
2006,0,3,1357,Human Resources,31,4,125,2,5,Research Director,3,No,14,2,2,21,0,1,38,12,12,17
2007,0,0,1387,Human Resources,17,2,35,3,2,Healthcare Representative,2,No,24,3,1,8,4,2,1,8,14,15
2008,1,1,117,Research & Development,39,2,99,1,3,Research Scientist,1,No,23,2,1,27,0,2,27,17,14,10
2009,0,3,128,Human Resources,2,3,123,2,1,Human Resources,4,No,10,4,0,15,2,2,6,15,3,3
2010,1,3,233,Human Resources,31,3,31,3,5,Research Director,1,No,18,4,3,17,0,1,3,19,14,3
2011,1,1,266,Research & Development,30,1,63,2,3,Laboratory Technician,4,No,17,4,1,14,5,4,36,5,11,4
2012,0,0,834,Research & Development,35,3,119,4,3,Sales Executive,2,No,17,4,2,13,5,4,32,20,10,8
2013,0,0,409,Human Resources,4,1,86,1,5,Manufacturing Director,1,No,18,4,2,37,0,1,5,11,8,0
2014,1,0,521,Sales,14,4,35,1,5,Sales Executive,2,No,22,1,3,19,2,3,3,3,13,16
2015,0,3,1452,Human Resources,28,4,148,1,5,Manager,3,No,17,3,2,32,1,3,36,3,13,16
2016,1,1,773,Research & Development,1,2,37,2,4,Sales Representative,2,No,12,2,2,28,2,2,1,7,8,7
2017,0,0,428,Human Resources,35,4,63,3,3,Laboratory Technician,3,No,16,4,1,25,2,1,17,2,4,9
2018,1,1,385,Research & Development,12,2,128,2,3,Sales Executive,4,No,11,3,2,16,4,2,36,14,10,5
2019,0,3,263,Sales,12,4,75,4,5,Research Scientist,3,No,18,4,3,24,6,2,15,9,13,16
2020,0,0,221,Human Resources,28,4,48,2,4,Sales Representative,3,No,21,4,2,22,4,3,17,19,1,7
2021,1,3,153,Human Resources,3,2,124,3,3,Research Director,1,No,25,3,1,16,1,2,22,11,8,11
2022,0,0,1204,Research & Development,7,2,120,1,5,Manager,4,No,11,4,2,38,0,2,25,17,5,11
2023,1,3,520,Human Resources,3,4,107,1,5,Sales Executive,1,No,20,2,2,31,5,4,16,12,10,7
2024,0,0,973,Research & Development,33,1,39,3,5,Sales Executive,4,No,10,2,3,26,3,4,24,7,12,13
2025,0,1,1488,Research & Development,15,2,85,4,4,Healthcare Representative,2,No,21,3,2,11,4,4,22,10,9,15
2026,0,3,325,Sales,28,3,55,4,2,Sales Representative,3,No,11,3,0,21,4,1,4,1,2,13
2027,0,1,1029,Human Resources,14,2,56,2,4,Laboratory Technician,1,No,10,3,2,1,4,2,3,15,0,8
2028,1,1,1288,Research & Development,25,3,127,2,1,Healthcare Representative,3,No,13,3,0,30,4,3,30,19,7,7
2029,0,0,1363,Human Resources,3,1,76,2,3,Sales Representative,4,No,14,3,1,20,2,1,36,5,8,5
2030,0,0,681,Sales,33,4,133,4,2,Manufacturing Director,2,No,13,4,0,38,1,2,10,8,14,16
2031,1,0,304,Human Resources,41,1,146,1,1,Laboratory Technician,4,No,14,3,0,8,0,1,7,6,3,9
2032,0,0,982,Human Resources,3,1,62,2,5,Sales Executive,1,No,10,2,2,15,1,4,16,10,13,2
2033,1,3,929,Research & Development,50,3,147,2,5,Research Director,3,No,15,1,2,19,3,2,1,11,15,15
2034,1,0,1255,Research & Development,42,2,52,2,3,Sales Representative,2,No,20,3,1,33,3,2,37,16,7,14
2035,1,1,575,Research & Development,4,4,110,2,3,Research Scientist,4,No,25,2,2,2,3,2,22,12,0,5
2036,0,1,116,Research & Development,36,4,118,3,5,Research Director,3,No,21,3,2,39,3,4,23,10,13,15
2037,1,3,649,Human Resources,50,4,99,2,3,Laboratory Technician,3,No,12,3,2,36,5,1,25,11,2,8
2038,0,0,1331,Sales,33,1,132,1,3,Research Scientist,1,No,17,2,1,16,0,2,38,0,6,1
2039,1,1,1213,Human Resources,24,1,110,2,2,Manufacturing Director,4,No,23,2,1,33,0,1,36,11,14,17
2040,1,0,848,Human Resources,13,4,134,2,4,Research Director,3,No,22,4,2,16,1,4,32,16,2,1
2041,1,0,1495,Sales,1,3,116,1,2,Manufacturing Director,2,No,17,1,0,17,0,1,15,12,11,8
2042,1,1,238,Research & Development,41,1,76,2,1,Sales Representative,2,No,17,2,0,36,1,2,28,3,10,13
2043,0,1,819,Sales,28,1,32,3,5,Sales Executive,2,No,22,3,2,15,4,4,5,19,4,15
2044,0,3,555,Research & Development,12,4,126,4,3,Manufacturing Director,4,No,10,4,2,17,1,3,17,17,8,15
2045,1,1,699,Research & Development,34,2,57,3,1,Healthcare Representative,4,No,21,1,1,20,6,4,13,5,7,14
2046,0,3,1389,Human Resources,36,2,83,1,5,Research Director,2,No,12,3,3,27,3,3,22,13,0,6
2047,0,0,753,Sales,41,4,86,2,3,Manager,3,No,15,2,1,0,6,4,19,19,9,0
2048,0,1,172,Research & Development,11,2,135,4,2,Sales Executive,2,No,17,3,1,12,2,3,25,4,15,13
2049,0,0,598,Human Resources,32,2,132,3,1,Sales Representative,2,No,17,1,0,28,2,3,16,14,5,8
2050,1,3,428,Human Resources,19,3,112,4,4,Sales Executive,3,No,12,1,3,34,6,3,16,9,14,9
2051,0,3,882,Sales,16,4,91,4,1,Sales Representative,3,No,10,3,0,21,5,3,19,13,13,14
2052,1,1,1297,Human Resources,31,3,113,1,4,Research Director,2,No,21,3,2,34,5,1,35,2,14,17
2053,0,3,112,Research & Development,29,1,54,4,4,Laboratory Technician,4,No,11,3,3,7,1,1,16,3,8,17
2054,0,1,318,Research & Development,26,4,56,2,4,Laboratory Technician,2,No,18,4,2,10,3,4,0,10,1,2
2055,1,1,305,Sales,28,2,52,2,3,Laboratory Technician,4,No,11,3,2,31,2,2,12,19,6,6
2056,1,0,707,Research & Development,4,4,115,3,4,Research Director,2,No,17,3,3,34,1,1,7,9,13,12
2057,0,0,532,Research & Development,24,2,41,4,1,Laboratory Technician,4,No,23,3,0,6,5,1,36,7,5,8
2058,0,1,515,Human Resources,48,4,60,3,2,Research Director,2,No,15,2,0,1,6,1,22,20,10,12
2059,0,3,446,Sales,38,3,106,2,2,Sales Executive,1,No,19,2,1,10,2,1,10,20,6,10
2060,1,0,1347,Sales,39,3,89,3,3,Manager,4,No,18,3,2,11,3,2,24,18,7,2
2061,1,0,873,Sales,7,4,103,1,2,Manufacturing Director,4,No,16,1,1,1,3,4,22,10,13,7
2062,1,1,689,Human Resources,43,4,45,2,2,Sales Representative,2,No,16,3,0,16,0,4,33,11,14,1
2063,0,1,1246,Human Resources,5,1,54,1,2,Manufacturing Director,4,No,21,3,1,39,0,1,21,19,12,4
2064,1,3,616,Research & Development,29,4,99,2,5,Manufacturing Director,4,No,14,1,3,17,1,1,35,18,11,7
2065,0,0,779,Research & Development,18,1,55,4,2,Healthcare Representative,3,No,11,4,0,14,1,4,0,8,15,9
2066,0,1,673,Human Resources,19,3,111,2,4,Research Scientist,1,No,17,4,3,3,5,1,10,15,6,2
2067,1,0,1154,Research & Development,41,2,136,4,2,Manager,2,No,18,4,0,14,2,2,38,0,13,2
2068,0,3,1052,Research & Development,30,2,144,4,5,Manufacturing Director,1,No,24,4,2,16,0,3,18,9,7,11
2069,1,0,1329,Sales,20,4,138,4,5,Manager,3,No,10,2,2,27,0,4,0,20,13,9
2070,0,1,1196,Human Resources,49,3,58,2,3,Research Director,2,No,14,4,2,6,3,4,23,6,10,13
2071,1,0,1254,Research & Development,39,3,75,1,3,Manager,1,No,24,1,2,29,6,3,5,13,8,13
2072,0,1,844,Research & Development,36,2,49,4,3,Laboratory Technician,2,No,25,3,2,13,2,3,11,3,9,5
2073,1,0,1069,Human Resources,16,1,60,2,4,Healthcare Representative,4,No,25,3,2,11,0,4,13,9,2,9
2074,0,0,274,Human Resources,25,4,122,3,5,Manager,2,No,15,1,2,34,1,2,3,13,10,15
2075,1,1,1486,Human Resources,18,3,98,3,4,Research Director,1,No,23,4,3,13,4,1,0,14,14,6
2076,1,3,1128,Sales,25,2,150,2,4,Research Director,3,No,24,4,2,4,1,2,19,16,2,15
2077,0,3,375,Research & Development,4,4,111,4,5,Sales Executive,1,No,16,2,2,33,5,4,4,12,14,9
2078,1,3,843,Sales,10,2,127,2,1,Sales Representative,2,No,25,1,1,17,2,2,5,6,8,13
2079,0,1,551,Human Resources,36,2,78,1,5,Research Scientist,2,No,14,2,3,16,2,4,22,10,9,13
2080,1,0,1184,Sales,6,1,139,3,3,Sales Executive,4,No,11,4,1,14,1,2,20,7,7,11
2081,1,0,226,Research & Development,50,1,114,3,5,Manager,3,No,19,4,3,1,5,2,6,1,15,16
2082,1,1,706,Research & Development,46,2,39,1,2,Laboratory Technician,1,No,24,2,1,31,6,3,33,18,6,11
2083,0,1,1339,Research & Development,28,4,59,4,1,Human Resources,3,No,10,4,1,11,5,3,30,20,11,17
2084,1,0,810,Research & Development,26,3,62,4,4,Laboratory Technician,2,No,18,3,3,25,2,3,34,10,15,12
2085,1,3,1019,Sales,38,4,57,1,2,Sales Executive,3,No,21,3,1,16,2,2,18,6,3,7
2086,1,3,1224,Human Resources,43,3,63,2,2,Human Resources,1,No,17,4,0,38,1,2,11,0,13,17
2087,1,1,1376,Human Resources,5,3,41,2,1,Sales Representative,3,No,10,4,0,21,5,2,9,8,6,16
2088,0,3,234,Research & Development,6,4,148,1,4,Research Director,1,No,20,4,3,12,6,3,27,10,7,0
2089,0,0,458,Research & Development,50,4,37,3,3,Laboratory Technician,2,No,12,2,1,0,2,3,25,10,0,2
2090,0,1,883,Sales,13,1,83,2,3,Healthcare Representative,4,No,19,4,1,39,1,4,30,6,7,13
2091,0,0,514,Research & Development,1,4,82,4,2,Laboratory Technician,2,No,20,2,1,33,6,3,16,15,6,7
2092,1,0,511,Sales,26,3,145,4,4,Manager,3,No,20,2,3,22,5,4,0,12,1,1
2093,0,3,1148,Sales,18,3,144,4,5,Research Director,1,No,15,3,2,28,3,2,14,14,6,12
2094,1,0,1285,Sales,30,2,87,4,2,Research Director,4,No,25,1,0,14,3,1,17,10,8,16
2095,0,1,588,Research & Development,43,2,43,2,2,Human Resources,4,No,18,1,0,23,0,4,40,17,3,16
2096,1,3,1345,Research & Development,6,3,111,3,4,Research Director,1,No,20,4,3,35,1,4,22,0,13,8
2097,0,1,1204,Research & Development,16,1,44,1,1,Laboratory Technician,3,No,23,4,1,35,3,2,15,1,12,14
2098,0,0,1382,Research & Development,28,2,77,2,5,Research Scientist,3,No,24,3,3,3,1,1,12,8,7,1
2099,0,1,1044,Sales,20,3,48,1,1,Laboratory Technician,1,No,19,3,1,37,2,4,16,2,2,17
2100,1,1,974,Human Resources,19,2,147,2,4,Manufacturing Director,3,No,17,2,2,11,4,4,9,10,11,11
2101,1,1,1435,Sales,39,3,61,1,4,Research Scientist,3,No,19,3,2,17,5,2,21,17,9,1
2102,1,3,1188,Human Resources,14,2,131,4,3,Manager,2,No,25,4,1,7,1,3,12,18,15,4
2103,0,3,557,Human Resources,33,2,143,4,5,Manufacturing Director,3,No,13,4,2,20,3,2,28,8,7,16
2104,1,3,1321,Human Resources,14,4,52,3,1,Sales Representative,2,No,11,2,0,25,2,1,33,20,1,5
2105,1,1,718,Human Resources,48,2,51,2,5,Manufacturing Director,2,No,20,3,3,37,6,2,21,13,13,10
2106,0,1,480,Sales,7,1,36,4,1,Sales Representative,1,No,12,2,1,21,6,2,39,16,6,11
2107,1,1,135,Research & Development,24,3,136,3,5,Research Director,4,No,23,1,2,18,1,3,22,19,2,4
2108,1,0,1276,Sales,46,1,67,1,5,Research Scientist,1,No,25,2,3,32,4,3,26,12,4,16
2109,0,1,1267,Sales,34,1,83,2,1,Laboratory Technician,4,No,15,3,1,22,3,3,36,8,14,4
2110,1,0,348,Research & Development,33,2,33,4,2,Laboratory Technician,2,No,12,2,1,0,6,3,12,20,12,11
2111,0,0,1441,Human Resources,21,2,73,1,4,Sales Executive,2,No,14,4,3,31,3,4,26,1,7,9
2112,0,0,204,Sales,50,3,53,4,2,Research Scientist,1,No,12,4,0,2,5,4,34,4,12,12
2113,0,3,1104,Research & Development,17,4,118,4,3,Manufacturing Director,4,No,18,4,1,23,6,3,32,16,1,14
2114,0,1,633,Research & Development,41,4,43,4,5,Research Director,1,No,16,3,2,25,5,2,40,0,14,12
2115,0,3,1288,Research & Development,28,1,116,4,1,Laboratory Technician,1,No,20,4,0,4,2,2,2,20,0,8
2116,0,1,1325,Human Resources,6,3,100,2,3,Sales Executive,4,No,12,1,2,38,1,2,38,2,12,10
2117,1,0,1479,Sales,17,1,132,1,3,Manufacturing Director,4,No,14,2,2,22,1,2,8,9,6,17
2118,1,0,934,Human Resources,9,2,76,2,2,Research Director,2,No,23,2,1,5,6,1,3,19,13,3
2119,0,0,401,Human Resources,20,2,54,3,4,Manufacturing Director,2,No,19,3,2,24,3,3,38,5,0,8
2120,0,1,134,Human Resources,36,2,137,3,4,Manager,1,No,19,3,2,26,6,1,9,10,0,9
2121,1,0,840,Research & Development,31,4,51,1,3,Research Director,1,No,15,4,2,6,6,1,35,20,7,10
2122,0,0,504,Human Resources,27,4,36,2,5,Sales Executive,1,No,16,4,2,20,6,1,12,8,4,16
2123,1,1,962,Research & Development,5,4,51,1,3,Manufacturing Director,3,No,14,1,1,8,4,1,28,11,15,6
2124,1,1,562,Sales,12,4,70,3,4,Manufacturing Director,1,No,11,2,2,27,3,1,17,8,15,4
2125,1,0,606,Research & Development,36,3,35,2,3,Human Resources,4,No,20,2,1,5,0,1,5,4,6,15
2126,0,1,641,Research & Development,32,1,40,3,1,Sales Representative,2,No,11,3,0,34,3,2,6,16,6,11
2127,1,1,334,Sales,34,4,80,4,5,Sales Executive,1,No,18,4,2,32,0,4,16,8,2,6
2128,0,3,822,Research & Development,7,2,134,4,1,Laboratory Technician,1,No,14,1,1,0,0,3,18,17,4,2
2129,1,0,360,Human Resources,39,2,79,3,1,Healthcare Representative,2,No,13,3,1,28,2,3,30,15,14,3
2130,1,0,1260,Sales,40,3,140,3,1,Sales Representative,4,No,20,2,1,2,2,3,38,1,2,13
2131,0,3,1412,Research & Development,11,4,136,4,1,Sales Representative,3,No,25,1,1,32,4,1,32,10,15,11
2132,0,3,382,Sales,45,3,147,3,5,Human Resources,1,No,18,4,3,27,0,1,6,1,0,11
2133,1,1,509,Sales,43,3,111,1,1,Sales Representative,1,No,15,4,1,21,1,2,14,14,14,10
2134,1,3,148,Human Resources,36,2,62,4,4,Laboratory Technician,2,No,15,4,2,15,2,1,6,10,7,16
2135,0,0,369,Research & Development,6,3,114,4,5,Research Director,3,No,18,3,3,21,4,2,17,17,14,1
2136,1,3,532,Human Resources,18,4,57,4,1,Laboratory Technician,1,No,13,4,0,36,4,4,29,12,11,0
2137,1,0,1417,Sales,17,3,86,4,1,Laboratory Technician,2,No,11,3,1,15,1,3,8,17,1,7
2138,0,3,976,Human Resources,48,2,104,1,2,Research Scientist,1,No,21,4,1,38,1,1,34,9,14,7
2139,0,1,1270,Sales,5,2,83,3,5,Research Director,4,No,16,4,2,6,5,4,13,10,5,15
2140,1,1,1157,Sales,15,2,80,2,4,Research Director,1,No,21,4,2,7,1,1,9,16,13,17
2141,0,0,171,Sales,27,1,89,3,2,Human Resources,1,No,22,2,1,29,4,1,20,8,13,13
2142,0,1,754,Human Resources,23,2,62,1,4,Sales Executive,1,No,22,3,2,15,4,3,14,15,10,6
2143,1,1,1450,Human Resources,46,4,38,2,2,Laboratory Technician,2,No,20,4,1,21,0,2,33,13,14,14
2144,0,0,1034,Sales,29,1,126,2,5,Manufacturing Director,2,No,19,3,3,2,3,4,34,17,15,3
2145,1,1,1406,Sales,11,3,143,4,4,Research Scientist,3,No,25,1,3,9,1,2,14,10,7,13
2146,0,3,720,Human Resources,34,1,83,3,1,Sales Representative,3,No,21,3,0,38,2,1,8,16,13,4
2147,1,3,171,Research & Development,2,1,105,1,5,Sales Executive,3,No,16,2,3,24,2,3,14,3,0,12
2148,0,3,1057,Human Resources,48,3,98,1,5,Research Director,1,No,12,3,3,18,3,4,28,1,12,14
2149,1,3,729,Human Resources,28,3,50,1,5,Research Director,4,No,14,1,3,5,6,1,18,12,4,9
2150,1,1,1277,Sales,28,2,77,1,1,Healthcare Representative,4,No,19,3,0,6,1,2,0,2,4,14
2151,0,0,428,Human Resources,40,2,130,1,5,Research Director,2,No,20,3,2,4,6,4,28,13,7,2
2152,0,0,1425,Sales,28,1,86,1,1,Sales Representative,4,No,23,3,1,21,2,3,6,20,14,1
2153,0,3,201,Human Resources,2,1,122,4,3,Sales Executive,1,No,11,4,1,13,2,3,13,15,14,0
2154,1,1,1367,Research & Development,3,3,32,4,4,Laboratory Technician,4,No,16,3,2,9,6,1,40,0,0,2
2155,1,3,366,Human Resources,46,2,30,1,2,Sales Representative,3,No,12,3,1,3,2,4,36,17,8,9
2156,0,1,1280,Sales,9,4,96,4,5,Sales Executive,1,No,11,2,2,23,2,4,5,1,2,8
2157,0,0,258,Sales,11,2,127,4,2,Sales Executive,3,No,22,3,1,0,5,1,12,8,15,4
2158,0,0,462,Research & Development,45,3,59,2,3,Sales Executive,3,No,15,4,1,31,2,2,19,8,15,2
2159,0,3,658,Sales,5,1,139,3,3,Sales Executive,1,No,12,3,2,15,6,4,26,12,8,9
2160,0,1,988,Research & Development,6,1,81,3,3,Healthcare Representative,2,No,19,2,1,7,3,4,14,9,9,11
2161,0,1,311,Sales,2,3,76,2,2,Sales Executive,3,No,12,2,1,28,6,4,16,13,5,8
2162,0,3,1252,Sales,41,3,101,2,1,Sales Representative,2,No,13,4,0,1,3,2,15,7,15,4
2163,0,1,653,Research & Development,43,4,128,1,1,Human Resources,2,No,21,2,1,29,6,1,32,7,11,6
2164,1,1,1272,Human Resources,23,3,117,2,3,Manufacturing Director,3,No,16,3,1,30,6,2,16,2,6,0
2165,0,0,1120,Human Resources,6,4,117,3,1,Healthcare Representative,2,No,11,1,1,13,5,3,5,3,1,10
2166,1,0,1104,Human Resources,46,1,109,3,5,Research Director,2,No,25,4,2,14,5,2,12,1,0,7
2167,0,0,1148,Sales,40,1,49,3,2,Healthcare Representative,1,No,12,4,0,34,3,4,24,5,10,7
2168,1,0,1270,Research & Development,40,2,139,3,4,Sales Executive,4,No,17,1,3,2,5,1,30,19,8,17
2169,0,1,120,Research & Development,16,4,117,3,4,Sales Executive,1,No,13,3,3,8,6,3,18,10,5,10
2170,1,3,1159,Sales,9,1,76,4,3,Research Director,1,No,11,4,2,27,0,1,33,3,12,11
2171,0,0,745,Sales,22,2,80,4,1,Sales Representative,2,No,15,4,0,11,6,4,6,12,11,16
2172,0,3,339,Research & Development,43,1,145,4,5,Research Scientist,2,No,24,4,3,27,2,3,39,7,8,9
2173,0,1,834,Human Resources,47,2,139,2,3,Manufacturing Director,4,No,13,3,1,8,4,4,29,9,9,2
2174,0,0,137,Research & Development,48,1,68,2,2,Research Director,3,No,19,1,1,5,4,4,34,20,15,15
2175,0,0,825,Human Resources,21,4,101,3,3,Research Director,2,No,23,4,2,22,1,2,29,11,7,9
2176,1,0,760,Research & Development,39,4,72,4,3,Healthcare Representative,3,No,23,1,1,28,4,2,31,1,3,12
2177,1,3,591,Human Resources,26,2,31,3,5,Sales Executive,3,No,24,1,3,20,4,1,8,7,7,2
2178,0,3,370,Sales,48,2,101,3,2,Research Scientist,2,No,22,3,0,35,3,2,23,12,13,7
2179,1,3,618,Research & Development,48,1,123,2,3,Sales Executive,4,No,18,1,2,40,2,4,39,0,3,11
2180,1,0,1169,Research & Development,11,4,44,2,5,Research Director,1,No,13,1,2,15,5,4,19,9,11,8
2181,0,0,858,Human Resources,3,2,100,2,4,Sales Representative,3,No,11,4,2,3,5,3,28,11,2,12
2182,0,0,1200,Research & Development,29,1,54,3,2,Human Resources,4,No,22,4,1,0,3,3,19,7,5,5
