,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2306,40,Yes,Non-Travel,1481,Sales,5,16,Sales,1,10-7333519,2,F,71,4,2,Manager,4,Married,9088,11360,5,Yes,No,14,2,1,80,0,29,2,3,24,7,8,6
2307,19,No,Travel_Frequently,1396,Research & Development,29,16,Technical Degree,1,36-1116613,3,M,99,1,5,Sales Executive,4,Single,12672,15840,3,Yes,No,12,2,1,80,2,9,6,3,29,2,2,4
2308,40,No,Non-Travel,1083,Human Resources,28,16,Sales,1,55-5201520,2,F,132,3,2,Manager,4,Single,16896,21120,6,Yes,No,11,1,3,80,1,15,5,3,16,13,9,0
2309,51,No,Non-Travel,245,Sales,22,14,Sales,1,50-4351249,1,F,148,4,4,Manager,2,Single,18944,23680,0,Yes,No,13,3,2,80,2,10,2,3,3,0,12,4
2310,20,No,Travel_Frequently,1311,Human Resources,45,18,Life Sciences,1,18-0141876,2,F,51,4,5,Research Scientist,1,Single,6528,8160,4,Yes,No,18,1,1,80,3,27,1,1,20,12,6,7
2311,27,No,Non-Travel,891,Human Resources,27,12,Human Resources,1,50-5875686,1,M,42,1,4,Human Resources,2,Married,5376,6720,1,Yes,No,14,4,1,80,3,9,2,1,27,0,12,16
2312,59,No,Non-Travel,855,Research & Development,22,16,Human Resources,1,18-6443770,2,F,40,3,5,Research Director,3,Married,5120,6400,4,Yes,No,14,3,1,80,2,29,0,2,15,15,6,6
2313,25,No,Travel_Rarely,711,Sales,27,16,Life Sciences,1,40-2506787,1,M,33,3,4,Laboratory Technician,1,Single,4224,5280,6,Yes,No,17,4,1,80,3,38,5,2,2,20,14,11
2314,54,Yes,Travel_Rarely,488,Research & Development,14,12,Medical,1,32-7699287,2,F,143,2,1,Healthcare Representative,2,Married,18304,22880,8,Yes,No,20,2,2,80,1,20,5,1,23,18,8,2
2315,35,No,Travel_Rarely,428,Research & Development,30,12,Technical Degree,1,65-5636830,1,M,136,3,1,Human Resources,2,Married,17408,21760,5,Yes,No,25,4,3,80,0,31,2,3,20,11,1,14
2316,36,Yes,Non-Travel,444,Research & Development,27,16,Other,1,02-1374467,2,M,144,4,1,Sales Representative,2,Married,18432,23040,7,Yes,No,13,3,2,80,1,30,0,1,21,10,5,15
2317,45,No,Non-Travel,886,Sales,49,18,Technical Degree,1,23-0288527,4,F,128,4,2,Manager,3,Married,16384,20480,4,Yes,No,18,1,4,80,1,9,5,4,3,18,11,14
2318,23,Yes,Travel_Frequently,1358,Research & Development,48,16,Technical Degree,1,58-2143241,2,M,111,3,2,Manufacturing Director,3,Married,14208,17760,0,Yes,No,15,3,3,80,1,27,3,2,5,5,5,3
2319,43,No,Travel_Frequently,812,Research & Development,17,18,Other,1,17-9450286,3,F,44,2,2,Laboratory Technician,3,Married,5632,7040,4,Yes,No,25,1,2,80,0,15,6,3,39,12,8,15
2320,46,Yes,Travel_Rarely,676,Sales,44,16,Technical Degree,1,48-8477038,1,F,77,4,2,Manufacturing Director,2,Married,9856,12320,2,Yes,No,23,1,1,80,0,16,5,1,22,0,13,7
2321,24,No,Travel_Rarely,1459,Human Resources,10,18,Life Sciences,1,77-8216064,2,M,51,3,3,Research Director,4,Married,6528,8160,4,Yes,No,17,1,1,80,2,36,3,3,17,16,12,6
2322,28,Yes,Non-Travel,389,Sales,31,14,Other,1,61-4284011,3,M,140,4,5,Manager,1,Single,17920,22400,3,Yes,No,16,4,2,80,3,29,1,2,21,8,3,14
2323,39,Yes,Travel_Rarely,1313,Human Resources,7,16,Other,1,51-8884654,2,F,47,2,2,Sales Representative,4,Married,6016,7520,0,Yes,No,21,4,2,80,0,14,2,2,1,8,11,17
2324,46,No,Travel_Rarely,1410,Human Resources,34,18,Technical Degree,1,02-2035139,3,M,140,4,5,Manager,1,Single,17920,22400,1,Yes,No,23,1,4,80,2,13,4,2,19,9,3,2
2325,48,No,Travel_Frequently,865,Research & Development,13,14,Human Resources,1,29-1946807,2,M,44,1,1,Human Resources,3,Married,5632,7040,0,Yes,No,23,3,1,80,1,37,1,4,30,7,12,16
2326,51,No,Travel_Frequently,527,Human Resources,31,14,Sales,1,22-3909245,2,M,140,4,3,Manufacturing Director,4,Single,17920,22400,0,Yes,No,20,1,4,80,1,20,3,2,31,0,5,13
2327,48,Yes,Non-Travel,261,Sales,7,16,Medical,1,00-6046377,1,F,93,1,4,Laboratory Technician,2,Single,11904,14880,1,Yes,No,22,3,4,80,2,33,3,1,31,1,2,16
2328,33,No,Travel_Frequently,334,Research & Development,15,20,Medical,1,97-4264011,2,F,72,2,4,Research Director,3,Married,9216,11520,3,Yes,No,17,4,1,80,2,36,5,2,23,0,11,16
2329,51,Yes,Non-Travel,1331,Sales,13,16,Medical,1,71-5339139,2,M,62,4,3,Healthcare Representative,3,Single,7936,9920,6,Yes,No,15,4,3,80,2,39,6,1,24,16,2,7
2330,56,No,Travel_Rarely,1068,Sales,22,18,Life Sciences,1,52-6092752,2,F,67,3,1,Sales Representative,2,Married,8576,10720,7,Yes,No,22,3,2,80,0,26,3,4,30,20,8,10
2331,53,Yes,Travel_Rarely,1420,Human Resources,1,12,Other,1,89-6105113,4,M,54,4,2,Healthcare Representative,3,Single,6912,8640,1,Yes,No,18,4,4,80,0,34,1,1,36,15,10,7
2332,41,Yes,Travel_Rarely,681,Research & Development,42,16,Life Sciences,1,58-3636684,3,M,137,1,2,Manufacturing Director,4,Married,17536,21920,5,Yes,No,17,4,2,80,1,36,6,4,17,14,4,14
2333,59,Yes,Travel_Frequently,1452,Sales,18,16,Sales,1,31-0264255,1,F,94,4,4,Laboratory Technician,1,Married,12032,15040,7,Yes,No,19,4,4,80,3,27,4,4,32,1,11,11
2334,57,No,Travel_Rarely,1241,Sales,49,12,Technical Degree,1,64-4644313,4,F,73,1,2,Healthcare Representative,1,Single,9344,11680,6,Yes,No,13,1,3,80,1,26,3,2,23,5,15,11
2335,40,No,Travel_Frequently,823,Research & Development,16,14,Sales,1,41-7119508,1,M,109,4,5,Manager,4,Married,13952,17440,4,Yes,No,19,3,2,80,2,17,2,2,22,4,1,3
2336,50,Yes,Non-Travel,1072,Research & Development,3,16,Medical,1,89-3391231,2,M,125,1,3,Manager,1,Single,16000,20000,5,Yes,No,20,3,4,80,2,13,3,1,32,7,11,1
2337,54,No,Travel_Frequently,580,Research & Development,31,14,Human Resources,1,90-2936232,4,F,126,3,5,Manufacturing Director,4,Single,16128,20160,1,Yes,No,13,3,3,80,3,25,3,1,21,11,14,0
2338,58,Yes,Non-Travel,543,Research & Development,28,18,Human Resources,1,31-8895414,2,F,43,4,3,Sales Representative,3,Single,5504,6880,4,Yes,No,21,2,3,80,1,19,6,3,30,13,2,0
2339,60,No,Non-Travel,721,Human Resources,21,14,Technical Degree,1,98-4628864,1,F,105,3,3,Manufacturing Director,4,Married,13440,16800,4,Yes,No,25,1,1,80,2,28,1,2,33,13,11,9
2340,49,No,Non-Travel,281,Human Resources,6,14,Technical Degree,1,99-3202960,2,F,63,1,5,Sales Executive,2,Single,8064,10080,0,Yes,No,19,3,4,80,3,34,2,3,32,11,1,15
2341,55,No,Travel_Frequently,647,Research & Development,22,16,Human Resources,1,34-2629617,3,M,116,3,3,Sales Executive,2,Single,14848,18560,0,Yes,No,11,3,3,80,1,2,6,4,39,0,9,11
2342,51,Yes,Travel_Frequently,909,Research & Development,33,18,Other,1,61-1999884,2,F,113,4,2,Research Director,2,Single,14464,18080,2,Yes,No,10,2,2,80,0,13,4,3,22,18,3,2
2343,43,No,Travel_Rarely,1337,Research & Development,39,16,Life Sciences,1,52-3664107,2,F,50,4,3,Sales Representative,3,Married,6400,8000,2,Yes,No,10,4,4,80,2,15,2,1,30,17,7,16
2344,45,Yes,Travel_Rarely,1455,Sales,8,14,Life Sciences,1,11-8068258,3,M,85,4,1,Healthcare Representative,1,Married,10880,13600,3,Yes,No,22,2,3,80,1,3,4,2,21,1,9,10
2345,42,Yes,Travel_Frequently,1365,Sales,6,16,Technical Degree,1,28-0776823,3,F,34,2,1,Laboratory Technician,4,Single,4352,5440,5,Yes,No,15,4,2,80,1,23,3,2,33,12,14,10
2346,31,No,Travel_Frequently,524,Research & Development,39,16,Technical Degree,1,04-5440598,1,M,32,2,1,Sales Representative,1,Married,4096,5120,5,Yes,No,24,4,2,80,0,26,2,3,23,12,13,7
2347,48,Yes,Non-Travel,664,Human Resources,11,12,Technical Degree,1,04-2459035,4,F,37,2,2,Sales Representative,3,Married,4736,5920,3,Yes,No,16,2,3,80,1,11,6,2,27,11,10,17
2348,50,Yes,Non-Travel,709,Sales,41,14,Life Sciences,1,83-8167588,2,F,90,2,3,Manufacturing Director,4,Single,11520,14400,7,Yes,No,13,4,3,80,1,9,0,3,27,3,13,2
2349,23,Yes,Travel_Rarely,329,Sales,37,16,Technical Degree,1,30-3310694,4,M,92,4,3,Sales Representative,2,Single,11776,14720,4,Yes,No,12,2,2,80,2,7,2,2,31,8,0,4
2350,36,Yes,Travel_Rarely,272,Human Resources,31,14,Life Sciences,1,63-1859850,4,F,124,4,5,Manufacturing Director,1,Single,15872,19840,2,Yes,No,22,1,1,80,2,16,6,3,2,12,10,14
2351,53,No,Travel_Frequently,230,Human Resources,7,20,Human Resources,1,92-5666338,3,M,146,1,3,Research Director,3,Married,18688,23360,6,Yes,No,10,4,3,80,1,37,2,4,32,13,2,17
2352,35,Yes,Travel_Frequently,1341,Sales,7,16,Medical,1,69-9879272,4,F,63,1,1,Laboratory Technician,4,Single,8064,10080,6,Yes,No,13,2,2,80,1,16,2,2,32,14,6,11
2353,59,Yes,Travel_Frequently,671,Human Resources,34,14,Human Resources,1,26-1142880,1,M,46,2,5,Manufacturing Director,3,Single,5888,7360,3,Yes,No,11,3,4,80,3,35,6,3,22,0,15,9
2354,40,No,Travel_Frequently,423,Human Resources,4,14,Technical Degree,1,85-7154914,2,M,76,2,5,Human Resources,3,Single,9728,12160,8,Yes,No,19,4,4,80,3,2,6,3,18,6,14,2
2355,55,Yes,Travel_Frequently,1196,Human Resources,22,16,Medical,1,38-4709448,2,F,145,4,1,Sales Representative,3,Married,18560,23200,8,Yes,No,23,2,1,80,1,39,6,2,40,2,2,10
2356,37,No,Non-Travel,108,Human Resources,48,16,Sales,1,14-8102642,4,F,112,3,1,Sales Representative,1,Married,14336,17920,2,Yes,No,13,3,4,80,0,13,3,2,26,3,2,1
2357,26,Yes,Travel_Rarely,216,Research & Development,36,12,Human Resources,1,88-2273994,4,F,95,1,1,Sales Representative,4,Married,12160,15200,2,Yes,No,20,3,3,80,0,12,6,3,34,2,14,12
2358,30,No,Travel_Rarely,1023,Sales,2,20,Human Resources,1,50-6541085,1,F,111,2,5,Research Director,2,Single,14208,17760,4,Yes,No,19,1,4,80,2,28,5,2,19,10,11,12
2359,45,No,Travel_Frequently,614,Sales,19,14,Technical Degree,1,40-0872442,4,F,61,4,2,Sales Representative,4,Married,7808,9760,4,Yes,No,20,3,2,80,0,24,5,2,21,12,12,17
2360,25,Yes,Non-Travel,276,Research & Development,13,16,Technical Degree,1,34-4167343,2,F,50,3,1,Laboratory Technician,3,Single,6400,8000,2,Yes,No,25,1,4,80,0,34,6,4,30,4,11,6
2361,36,No,Travel_Frequently,927,Human Resources,11,16,Life Sciences,1,10-3032649,2,F,101,4,1,Laboratory Technician,4,Single,12928,16160,6,Yes,No,15,3,3,80,1,36,4,4,33,11,7,6
2362,29,Yes,Travel_Frequently,1120,Human Resources,29,16,Sales,1,80-8395840,3,M,124,4,3,Manager,1,Married,15872,19840,3,Yes,No,21,1,1,80,1,4,5,1,30,15,10,11
2363,29,No,Travel_Frequently,1217,Sales,40,16,Human Resources,1,62-5539340,3,F,140,1,2,Sales Executive,4,Married,17920,22400,0,Yes,No,16,2,1,80,0,28,1,1,17,0,7,14
2364,18,Yes,Travel_Frequently,1342,Sales,5,16,Medical,1,57-5355742,3,M,81,2,1,Laboratory Technician,3,Married,10368,12960,8,Yes,No,15,3,2,80,0,23,6,1,26,5,3,9
2365,20,No,Travel_Frequently,1456,Research & Development,24,16,Human Resources,1,06-5964886,1,M,74,1,4,Laboratory Technician,3,Married,9472,11840,2,Yes,No,20,2,4,80,2,8,0,3,33,18,10,16
2366,35,Yes,Travel_Frequently,1034,Human Resources,44,14,Human Resources,1,70-8287877,4,F,101,2,2,Manager,3,Single,12928,16160,1,Yes,No,12,1,1,80,1,15,5,1,33,6,0,1
2367,27,Yes,Non-Travel,1061,Research & Development,2,16,Other,1,83-4175240,1,F,82,2,5,Manager,1,Married,10496,13120,0,Yes,No,14,3,3,80,2,9,4,3,11,11,9,16
2368,50,Yes,Travel_Rarely,1440,Human Resources,22,18,Human Resources,1,79-2609304,2,F,84,1,2,Sales Executive,3,Married,10752,13440,5,Yes,No,10,2,3,80,1,14,1,2,1,15,11,5
2369,39,Yes,Travel_Rarely,972,Human Resources,49,16,Sales,1,22-5152869,2,M,72,3,4,Research Director,3,Married,9216,11520,7,Yes,No,14,1,1,80,2,9,6,1,8,13,4,8
2370,25,No,Non-Travel,172,Research & Development,35,16,Technical Degree,1,00-5738063,3,F,98,1,3,Sales Representative,1,Married,12544,15680,6,Yes,No,14,4,2,80,2,9,5,4,33,8,6,1
2371,37,Yes,Travel_Frequently,622,Research & Development,38,18,Human Resources,1,25-5069494,3,M,136,2,4,Research Director,2,Married,17408,21760,7,Yes,No,23,1,4,80,2,10,1,4,17,15,1,14
2372,38,No,Travel_Frequently,564,Human Resources,10,18,Sales,1,65-1153843,4,M,40,4,4,Sales Representative,1,Single,5120,6400,0,Yes,No,25,2,1,80,2,32,6,4,37,7,15,10
2373,35,Yes,Travel_Frequently,540,Sales,50,12,Life Sciences,1,42-6541130,3,F,67,1,4,Sales Representative,2,Married,8576,10720,5,Yes,No,25,1,2,80,3,5,5,3,35,1,7,8
2374,38,Yes,Travel_Frequently,1160,Research & Development,47,14,Medical,1,06-3854585,2,F,63,4,1,Human Resources,3,Single,8064,10080,6,Yes,No,21,4,4,80,1,37,4,3,16,6,15,17
2375,57,Yes,Non-Travel,1463,Sales,33,14,Other,1,16-9447414,1,M,68,2,1,Healthcare Representative,2,Married,8704,10880,2,Yes,No,19,1,1,80,0,2,1,3,3,9,7,9
2376,21,Yes,Non-Travel,999,Sales,44,18,Human Resources,1,33-0490276,2,M,150,2,5,Sales Executive,1,Single,19200,24000,1,Yes,No,25,3,3,80,2,35,5,2,30,2,5,1
2377,18,Yes,Travel_Rarely,403,Human Resources,22,14,Technical Degree,1,27-7185170,3,M,38,3,3,Healthcare Representative,2,Married,4864,6080,0,Yes,No,14,4,3,80,1,8,3,2,13,16,10,14
2378,32,No,Travel_Frequently,1481,Research & Development,34,12,Human Resources,1,89-6110636,4,F,46,1,2,Healthcare Representative,3,Married,5888,7360,3,Yes,No,22,4,4,80,1,15,0,2,14,18,6,14
2379,23,No,Travel_Frequently,1116,Human Resources,13,18,Medical,1,17-1413375,2,M,144,4,1,Sales Representative,3,Single,18432,23040,8,Yes,No,23,4,3,80,0,10,4,4,36,20,6,4
2380,58,Yes,Travel_Frequently,1407,Sales,32,14,Other,1,12-8517499,2,M,47,4,3,Human Resources,2,Married,6016,7520,6,Yes,No,18,2,1,80,2,27,3,3,6,17,5,8
2381,34,No,Travel_Frequently,1020,Human Resources,3,14,Human Resources,1,86-1885969,4,F,96,1,3,Manager,3,Single,12288,15360,4,Yes,No,20,4,2,80,1,39,6,3,18,12,13,6
2382,56,No,Non-Travel,312,Research & Development,46,18,Life Sciences,1,58-0995600,3,M,44,1,4,Sales Representative,2,Married,5632,7040,1,Yes,No,20,3,3,80,2,11,3,4,28,15,8,7
2383,36,No,Travel_Rarely,229,Research & Development,10,16,Other,1,89-4321669,2,M,81,1,4,Sales Representative,1,Single,10368,12960,3,Yes,No,24,2,1,80,2,8,6,3,11,6,2,16
2384,18,No,Travel_Rarely,422,Research & Development,11,14,Medical,1,15-9620454,2,F,40,1,4,Laboratory Technician,2,Single,5120,6400,5,Yes,No,19,1,1,80,3,13,3,1,28,9,12,9
2385,47,No,Travel_Rarely,562,Sales,44,18,Sales,1,02-6052894,2,M,110,3,3,Research Director,1,Single,14080,17600,4,Yes,No,14,3,2,80,1,9,3,4,5,2,10,16
2386,56,No,Non-Travel,1499,Human Resources,30,14,Sales,1,38-9117407,3,M,83,2,3,Healthcare Representative,2,Married,10624,13280,2,Yes,No,21,3,2,80,1,33,2,1,19,10,8,15
2387,31,No,Non-Travel,451,Human Resources,5,14,Sales,1,88-7780062,4,F,31,2,3,Laboratory Technician,4,Married,3968,4960,2,Yes,No,18,4,2,80,1,22,0,2,7,14,6,1
2388,39,No,Travel_Frequently,751,Human Resources,35,16,Technical Degree,1,46-7390086,1,M,109,4,3,Manufacturing Director,2,Single,13952,17440,6,Yes,No,19,3,3,80,2,26,0,4,5,2,4,1
2389,34,Yes,Travel_Rarely,1063,Research & Development,25,16,Medical,1,34-1606316,4,M,78,4,4,Sales Executive,3,Married,9984,12480,7,Yes,No,16,1,2,80,3,2,6,4,16,1,14,9
2390,38,Yes,Travel_Rarely,712,Human Resources,27,16,Life Sciences,1,71-9293031,1,F,84,1,5,Research Director,1,Single,10752,13440,8,Yes,No,22,1,4,80,2,0,3,3,21,11,13,2
2391,52,Yes,Non-Travel,713,Research & Development,3,18,Sales,1,32-9808995,3,M,87,3,5,Research Scientist,2,Single,11136,13920,1,Yes,No,10,2,1,80,2,21,3,1,37,18,12,6
2392,46,Yes,Travel_Frequently,1114,Research & Development,10,18,Human Resources,1,15-6952712,2,F,133,4,3,Research Scientist,3,Single,17024,21280,0,Yes,No,20,1,2,80,1,29,2,1,22,4,2,12
2393,60,No,Non-Travel,1002,Sales,18,16,Sales,1,50-6108346,1,M,61,2,5,Research Director,3,Married,7808,9760,1,Yes,No,14,3,2,80,3,14,0,3,23,1,9,13
2394,60,Yes,Travel_Frequently,409,Research & Development,5,14,Sales,1,34-9384922,4,M,45,1,4,Sales Representative,2,Married,5760,7200,7,Yes,No,21,4,2,80,3,7,2,2,18,16,5,17
2395,40,Yes,Non-Travel,151,Research & Development,35,16,Other,1,26-3734111,2,M,77,4,5,Manager,3,Single,9856,12320,5,Yes,No,22,4,3,80,3,0,3,2,8,17,9,10
2396,59,No,Travel_Rarely,798,Research & Development,36,16,Medical,1,61-4133133,4,M,57,4,3,Manufacturing Director,2,Single,7296,9120,8,Yes,No,17,1,4,80,1,37,6,4,6,5,1,10
2397,18,No,Non-Travel,601,Human Resources,31,18,Sales,1,73-2912905,3,F,54,4,3,Sales Executive,3,Married,6912,8640,6,Yes,No,16,3,2,80,1,28,4,1,29,11,5,1
2398,38,No,Travel_Frequently,559,Sales,30,16,Medical,1,98-1111700,1,M,47,3,2,Laboratory Technician,1,Single,6016,7520,5,Yes,No,16,3,3,80,0,9,0,2,9,12,3,2
2399,45,Yes,Non-Travel,856,Human Resources,43,16,Other,1,26-4572818,1,F,130,4,5,Sales Executive,3,Married,16640,20800,6,Yes,No,20,3,2,80,3,23,1,1,12,1,14,17
2400,41,Yes,Non-Travel,428,Research & Development,26,16,Life Sciences,1,57-8566532,1,M,76,2,5,Manager,2,Married,9728,12160,2,Yes,No,13,1,3,80,2,22,0,3,23,1,13,1
2401,25,Yes,Non-Travel,812,Sales,4,16,Life Sciences,1,87-6425712,4,F,135,2,3,Manufacturing Director,1,Single,17280,21600,2,Yes,No,11,1,1,80,2,32,4,1,23,16,10,14
2402,36,No,Travel_Rarely,1440,Research & Development,50,20,Sales,1,77-0210225,1,F,124,4,5,Research Scientist,2,Single,15872,19840,1,Yes,No,16,1,4,80,2,8,6,2,3,3,15,14
2403,41,Yes,Travel_Rarely,694,Sales,14,18,Medical,1,74-1972991,4,F,44,4,4,Laboratory Technician,4,Married,5632,7040,3,Yes,No,23,4,4,80,3,14,3,1,16,3,9,8
2404,23,No,Non-Travel,508,Research & Development,17,16,Human Resources,1,64-7707254,4,M,76,2,2,Manager,4,Married,9728,12160,8,Yes,No,15,3,1,80,1,14,6,1,15,12,12,15
2405,51,No,Travel_Rarely,922,Research & Development,27,14,Sales,1,52-1822447,3,F,58,4,3,Laboratory Technician,1,Single,7424,9280,1,Yes,No,21,4,3,80,2,38,0,4,7,4,5,11
2406,27,Yes,Travel_Rarely,213,Human Resources,37,16,Other,1,74-5409004,2,F,123,3,2,Manufacturing Director,4,Single,15744,19680,4,Yes,No,11,4,4,80,1,4,6,1,6,15,4,9
2407,41,No,Non-Travel,712,Human Resources,12,14,Life Sciences,1,68-0099052,4,F,52,3,5,Manager,3,Married,6656,8320,6,Yes,No,24,3,1,80,2,6,6,2,0,11,8,13
2408,56,Yes,Non-Travel,130,Research & Development,48,20,Medical,1,19-0400451,1,M,69,1,3,Research Director,2,Married,8832,11040,1,Yes,No,15,1,3,80,2,1,2,1,32,1,12,10
2409,37,Yes,Non-Travel,528,Research & Development,50,16,Sales,1,12-7587133,1,M,70,1,2,Manager,2,Single,8960,11200,1,Yes,No,18,2,1,80,0,12,1,1,20,12,12,7
2410,25,Yes,Travel_Rarely,1011,Human Resources,10,16,Technical Degree,1,57-6530123,4,F,39,3,1,Sales Representative,1,Married,4992,6240,0,Yes,No,22,2,2,80,1,35,0,4,40,20,7,12
2411,55,No,Travel_Rarely,1200,Human Resources,26,14,Other,1,45-0562828,3,M,96,1,1,Human Resources,2,Married,12288,15360,0,Yes,No,23,3,3,80,0,38,3,4,30,12,15,15
2412,38,Yes,Non-Travel,956,Research & Development,2,14,Other,1,04-1239964,1,F,67,4,5,Manufacturing Director,1,Married,8576,10720,2,Yes,No,20,2,2,80,3,13,1,4,15,13,9,17
2413,42,No,Travel_Rarely,765,Human Resources,34,12,Medical,1,75-6820841,2,F,37,3,4,Healthcare Representative,3,Married,4736,5920,4,Yes,No,15,3,2,80,2,11,5,4,9,10,12,12
2414,50,Yes,Travel_Frequently,671,Human Resources,15,18,Medical,1,64-4304824,3,M,98,4,5,Research Director,1,Married,12544,15680,3,Yes,No,22,1,2,80,3,29,1,1,7,17,7,11
2415,44,No,Travel_Rarely,140,Research & Development,21,18,Technical Degree,1,17-5868655,4,F,94,3,2,Manager,4,Single,12032,15040,5,Yes,No,25,2,1,80,0,23,1,1,31,4,3,15
2416,22,Yes,Travel_Frequently,869,Human Resources,34,16,Technical Degree,1,53-5335159,4,F,146,1,1,Sales Representative,3,Married,18688,23360,3,Yes,No,15,2,2,80,1,29,1,2,20,1,9,9
2417,27,Yes,Travel_Frequently,794,Sales,44,14,Medical,1,21-1287909,3,M,103,3,3,Manager,2,Married,13184,16480,1,Yes,No,12,3,4,80,2,22,4,3,1,4,14,13
2418,41,Yes,Travel_Frequently,1048,Research & Development,7,16,Technical Degree,1,51-5807889,3,M,99,1,4,Manager,4,Single,12672,15840,5,Yes,No,22,2,3,80,2,7,4,3,37,7,0,11
2419,29,Yes,Travel_Rarely,1322,Research & Development,28,18,Other,1,40-7242719,4,F,60,4,1,Laboratory Technician,2,Single,7680,9600,3,Yes,No,17,2,2,80,0,37,2,1,4,7,2,0
2420,45,No,Travel_Frequently,332,Human Resources,8,16,Sales,1,90-8683030,4,M,36,1,4,Laboratory Technician,2,Single,4608,5760,7,Yes,No,11,4,4,80,2,36,3,2,3,0,7,12
2421,39,Yes,Travel_Rarely,818,Human Resources,40,16,Life Sciences,1,26-5105519,3,F,84,4,3,Sales Representative,3,Married,10752,13440,4,Yes,No,17,4,3,80,1,21,2,2,0,20,11,8
2422,29,Yes,Non-Travel,1054,Sales,49,18,Medical,1,93-1418543,3,F,91,1,2,Research Scientist,3,Single,11648,14560,8,Yes,No,22,1,4,80,1,8,6,2,38,8,14,15
2423,33,No,Travel_Frequently,992,Human Resources,31,16,Sales,1,44-4578913,4,F,116,4,3,Manager,4,Single,14848,18560,5,Yes,No,22,4,2,80,1,16,4,1,13,14,8,17
2424,40,No,Travel_Frequently,332,Research & Development,12,14,Technical Degree,1,64-3249586,3,F,38,4,5,Sales Executive,2,Single,4864,6080,3,Yes,No,14,2,4,80,2,8,5,4,34,19,6,9
2425,29,Yes,Non-Travel,139,Sales,17,12,Technical Degree,1,55-1569921,2,M,97,1,1,Human Resources,4,Married,12416,15520,3,Yes,No,13,2,1,80,1,39,1,3,16,1,12,7
2426,47,Yes,Travel_Frequently,298,Human Resources,14,16,Other,1,11-6104024,3,M,77,3,4,Healthcare Representative,1,Single,9856,12320,3,Yes,No,15,2,1,80,2,36,6,2,21,7,5,4
2427,37,Yes,Travel_Frequently,305,Human Resources,41,14,Life Sciences,1,11-5394552,4,M,118,4,3,Sales Executive,3,Single,15104,18880,0,Yes,No,20,3,2,80,2,27,6,4,9,16,12,10
2428,58,No,Travel_Frequently,660,Research & Development,4,16,Other,1,61-7570841,2,M,124,2,4,Research Director,4,Single,15872,19840,7,Yes,No,13,1,1,80,2,38,2,3,21,8,9,10
2429,36,No,Travel_Rarely,110,Research & Development,40,16,Life Sciences,1,18-7460017,3,M,54,3,1,Healthcare Representative,3,Married,6912,8640,2,Yes,No,22,2,2,80,0,21,2,2,21,0,13,12
2430,26,Yes,Travel_Rarely,481,Sales,48,14,Human Resources,1,52-4468910,2,F,112,1,4,Manufacturing Director,1,Single,14336,17920,5,Yes,No,24,1,4,80,3,17,1,4,30,15,2,16
2431,29,No,Non-Travel,542,Research & Development,37,16,Human Resources,1,76-0686826,1,M,105,1,4,Manager,4,Married,13440,16800,8,Yes,No,22,1,3,80,2,35,4,3,2,11,3,2
2432,21,Yes,Travel_Rarely,1320,Sales,46,16,Human Resources,1,09-2937994,1,F,82,1,5,Manufacturing Director,3,Married,10496,13120,8,Yes,No,12,3,3,80,3,0,2,2,23,13,9,4
2433,18,Yes,Travel_Frequently,808,Sales,22,14,Medical,1,86-8512932,2,M,86,2,3,Sales Representative,1,Married,11008,13760,2,Yes,No,17,1,3,80,1,11,6,2,30,20,0,8
2434,33,No,Non-Travel,740,Sales,5,20,Medical,1,59-4212462,4,F,112,2,3,Research Director,4,Married,14336,17920,4,Yes,No,20,3,3,80,2,34,6,2,8,18,12,2
2435,45,Yes,Non-Travel,1203,Human Resources,47,12,Life Sciences,1,26-1888008,3,F,80,4,1,Healthcare Representative,1,Single,10240,12800,3,Yes,No,22,3,2,80,0,22,5,4,30,16,4,10
2436,36,No,Non-Travel,757,Human Resources,13,16,Sales,1,27-6915234,2,M,74,2,5,Sales Executive,3,Married,9472,11840,4,Yes,No,11,4,3,80,3,16,0,2,27,1,11,5
2437,43,Yes,Non-Travel,720,Research & Development,17,16,Technical Degree,1,65-2677782,4,F,75,4,1,Sales Representative,3,Married,9600,12000,7,Yes,No,18,2,2,80,0,34,5,4,32,13,1,12
2438,54,No,Travel_Rarely,1492,Human Resources,25,20,Sales,1,56-5766952,2,M,88,1,3,Research Director,2,Single,11264,14080,6,Yes,No,24,3,4,80,2,3,1,4,15,1,12,14
2439,21,No,Travel_Frequently,1316,Research & Development,29,20,Sales,1,35-0738640,4,M,81,2,5,Research Director,1,Single,10368,12960,4,Yes,No,15,1,3,80,2,6,0,1,22,15,4,8
2440,59,No,Non-Travel,361,Human Resources,27,16,Human Resources,1,90-8770544,2,M,113,3,5,Human Resources,4,Married,14464,18080,8,Yes,No,24,3,4,80,2,18,4,1,5,17,9,12
